ID	Gal	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	W1	W2	W3	W4	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	F_W1_Jy	F_W2_Jy	F_W3_Jy	F_W4_Jy	F_0.36_um	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um	F_3.35_um	lam_F_3.35_um	F_4.60_um	lam_F_4.60_um	F_11.56_um	lam_F_11.56_um	F_22.09_um	lam_F_22.09_um
J003711.98+395445.2	M31	18.41	18.62	18.06	17.7	17.31	16.84	16.423	16.006	99.99	99.99	99.99	99.99	16.476	15.751	12.531	8.989	7.88472713977e-05	0.000147214318105	0.000225739041857	0.000244621725081	0.000313892269115	0.00029274421193	0.000276121330027	0.000263955341593	99.99	99.99	99.99	99.99	7.9490783616e-05	8.60181891271e-05	0.000307824308389	0.00212208168334	1.82516831939e-12	6.57060594981e-13	2.281213607e-12	1.00373398708e-12	2.23873429941e-12	1.23130386468e-12	1.45579284912e-12	1.03361292288e-12	1.00082560032e-12	9.70800832315e-13	5.75805298096e-13	7.11119543149e-13	2.99888058434e-13	4.98413953117e-13	1.69881632276e-13	3.66774444084e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.12165395683e-14	7.11305705565e-14	1.21805624101e-14	5.60646926613e-14	6.90952815843e-15	7.9879673134e-14	1.30484452341e-14	2.88217972864e-13
J003725.57+400731.9	M31	18.7	18.97	18.47	18.16	17.82	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.03652034463e-05	0.000106647345873	0.000154741455444	0.000160138230201	0.000196236875124	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.39734267237e-12	5.03043362052e-13	1.65259316952e-12	7.2714099459e-13	1.5346260044e-12	8.44044302421e-13	9.53014660986e-13	6.766404093e-13	6.25688835554e-13	6.06918170487e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003745.26+395823.6	M31	18.01	17.75	17.16	16.82	16.42	15.945	15.611	15.453	99.99	99.99	99.99	99.99	15.027	15.306	11.787	8.265	0.000113968981893	0.000328057560941	0.000517138268958	0.000550167617482	0.000712493028943	0.000667556942798	0.000583310718301	0.00043926889857	99.99	99.99	99.99	99.99	0.000301937307716	0.00012959561156	0.000610805462556	0.00413392027527	2.63817087715e-12	9.49741515775e-13	5.08353658483e-12	2.23675609733e-12	5.12864398966e-12	2.82075419432e-12	3.27415761247e-12	2.32465190485e-12	2.27173885304e-12	2.20358668745e-12	1.31303304653e-12	1.62159581246e-12	6.33518311526e-13	1.05290743376e-12	2.82713420562e-13	6.10378274992e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.0588774508e-14	2.70181925415e-13	1.83513213972e-14	8.44674621271e-14	1.37103452451e-14	1.5850255931e-13	2.54190179094e-14	5.61462893288e-13
J003907.59+402628.4	M31	18.0	17.6	16.74	16.31	15.86	15.273	14.776	14.896	99.99	99.99	99.99	99.99	14.251	14.038	11.5	8.429	0.000115023523899	0.000376660476654	0.000761389138873	0.000880025029626	0.00119338512305	0.00123961926512	0.00125863544121	0.000733720165121	99.99	99.99	99.99	99.99	0.000617044915804	0.000416668141444	0.000795614908316	0.00355436559785	2.66258157173e-12	9.58529365823e-13	5.83668093989e-12	2.56813961355e-12	7.55096666651e-12	4.15303166658e-12	5.23720509597e-12	3.71841561814e-12	3.8050328081e-12	3.69088182385e-12	2.43823553598e-12	3.01122088694e-12	1.36697059479e-12	2.27190512854e-12	4.72222227187e-13	1.0195277885e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.64692776647e-13	5.52149002987e-13	5.90020826138e-14	2.71574785855e-13	1.78586403428e-14	2.06460169275e-13	2.1855400388e-14	4.82748640391e-13
J003922.08+402031.5	M31	18.27	18.54	18.36	18.22	18.06	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.96988073547e-05	0.000158471092388	0.000171240574962	0.000151528744371	0.000157318798015	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.07636128136e-12	7.47490061289e-13	2.45564709279e-12	1.08048472083e-12	1.69825363598e-12	9.3403949979e-13	9.01777887551e-13	6.40262300161e-13	5.0160101397e-13	4.86552983551e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003926.72+402239.4	M31	17.77	18.15	18.07	17.99	17.9	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000142163029148	0.000226960380903	0.000223669453882	0.000187281562699	0.000182297460837	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.29081085992e-12	1.18469190957e-12	3.51694805119e-12	1.54745714252e-12	2.21820945998e-12	1.22001520299e-12	1.11455006566e-12	7.91330546616e-13	5.81243896813e-13	5.63806579909e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003930.55+403135.2	M31	19.44	18.93	18.15	17.72	17.3	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.053420863e-05	0.000110649651815	0.000207781404406	0.000240156875417	0.000316796678522	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.06810384953e-13	2.54451738583e-13	1.71461237317e-12	7.54429444193e-13	2.06064202716e-12	1.13335311494e-12	1.42922163509e-12	1.01474736092e-12	1.01008612559e-12	9.7978354182e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003930.79+401841.1	M31	17.53	17.36	16.9	16.65	16.39	15.91	15.889	14.995	99.99	99.99	99.99	99.99	14.828	15.059	11.564	8.089	0.000177331818895	0.000469840069045	0.00065706249335	0.000643420693604	0.000732454446055	0.00068942704667	0.000451543876045	0.000669777347379	99.99	99.99	99.99	99.99	0.000362674297303	0.000162701027435	0.000750071928712	0.00486140828489	4.10490321515e-12	1.47776515745e-12	7.28057958231e-12	3.20345501622e-12	6.5163222481e-12	3.58397723646e-12	3.82912533388e-12	2.71867898706e-12	2.33538456602e-12	2.26532302903e-12	1.35604985495e-12	1.67472157086e-12	4.904098364e-13	8.15061148096e-13	4.31068635883e-13	9.30677184871e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.67998204205e-14	3.24531077942e-13	2.30391971625e-14	1.060448167e-13	1.68363672752e-14	1.94641874795e-13	2.98922611057e-14	6.6026923098e-13
J003934.02+404714.2	M31	17.79	17.81	17.21	16.81	16.39	15.835	15.577	15.275	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.00013956826144	0.00031042025523	0.000493863212803	0.000555258255769	0.000732454446055	0.00073873439006	0.000601866202809	0.000517523952656	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.23074679259e-12	1.16306884533e-12	4.81023122773e-12	2.1165017402e-12	4.89781698647e-12	2.69379934256e-12	3.30445301985e-12	2.3461616441e-12	2.33538456602e-12	2.26532302903e-12	1.45303359844e-12	1.79449649407e-12	6.5367093147e-13	1.0864010881e-12	3.3307836579e-13	7.19116191741e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003935.36+401946.4	M31	19.34	19.85	18.92	17.96	16.76	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.34800939992e-05	4.74187445678e-05	0.000102236665747	0.000192528498793	0.000520931500169	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.75002175908e-13	2.79000783327e-13	7.34794595576e-13	3.23309622053e-13	1.01391734625e-12	5.57654540438e-13	1.14577563257e-12	8.13500699126e-13	1.66095706293e-12	1.61112835104e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003936.96+400743.8	M31	18.99	18.99	18.19	17.71	17.21	16.308	15.674	15.573	99.99	99.99	99.99	99.99	15.099	14.939	11.844	8.47	4.6215394934e-05	0.00010470081244	0.000200265748135	0.000242379019625	0.000344176029023	0.00047784639845	0.000550427288358	0.000393305894381	99.99	99.99	99.99	99.99	0.000282563966432	0.000181714797918	0.000579566016741	0.00342264689732	1.06980080866e-12	3.85128291116e-13	1.62242994483e-12	7.13869175724e-13	1.98610659308e-12	1.09235862619e-12	1.44244606006e-12	1.02413670264e-12	1.0973834489e-12	1.06446194543e-12	9.39887030012e-13	1.16076048207e-12	5.97804489782e-13	9.93551062017e-13	2.53131635519e-13	5.46511201085e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.54179201872e-14	2.52846119219e-13	2.57316325692e-14	1.18437558389e-13	1.30091341171e-14	1.50395997701e-13	2.10454766873e-14	4.64858802713e-13
J003937.44+394941.1	M31	17.71	17.96	17.5	17.2	16.86	16.512	16.191	15.896	99.99	99.99	99.99	99.99	15.585	15.59	12.149	8.753	0.000150240378367	0.00027036473989	0.0003781	0.000387699306809	0.000475095174716	0.000395993736855	0.000341900673767	0.000292099258914	99.99	99.99	99.99	99.99	0.000180599597577	9.97677769927e-05	0.00043762579466	0.00263731555813	3.47778653627e-12	1.25200315306e-12	4.18953625862e-12	1.84339595379e-12	3.74975206612e-12	2.06236363636e-12	2.30727617621e-12	1.63816608511e-12	1.51481084509e-12	1.46936651974e-12	7.7888915443e-13	9.61928105721e-13	3.71329260304e-13	6.17149230625e-13	1.87995054738e-13	4.05881323179e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.82030536586e-14	1.61605557696e-13	1.41275658847e-14	6.50263602542e-14	9.82309606048e-15	1.13562848936e-13	1.62165612641e-14	3.5819627017e-13
J003942.35+404031.8	M31	18.49	18.69	18.15	17.77	17.36	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.32464648178e-05	0.000138022551531	0.000207781404406	0.000229348035505	0.000299764789814	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.69552001893e-12	6.10387206815e-13	2.13877920761e-12	9.41062851346e-13	2.06064202716e-12	1.13335311494e-12	1.36489606529e-12	9.69076206359e-13	9.55781028211e-13	9.27107597364e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003943.43+403524.9	M31	17.46	17.41	17.17	17.0	16.78	16.345	16.444	16.615	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000189141430204	0.000448693782554	0.00051239711681	0.000466117087903	0.000511423428746	0.00046183656788	0.00027083198739	0.000150636582801	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.37827384731e-12	1.57617858503e-12	6.95289952305e-12	3.05927579014e-12	5.08162429894e-12	2.79489336442e-12	2.7739560875e-12	1.96950882212e-12	1.63064117997e-12	1.58172194457e-12	9.0839692743e-13	1.12187020538e-12	2.94143443581e-13	4.88866403231e-13	9.69496900963e-14	2.09314380918e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003948.28+403856.4	M31	19.43	18.8	17.88	17.4	16.96	16.534	16.243	16.243	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.08167381839e-05	0.000124724006053	0.000266444449376	0.000322474237486	0.000433291949067	0.000388050562281	0.000325911703774	0.000212192707916	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.13350420923e-13	2.56806151532e-13	1.93270670536e-12	8.50390950359e-13	2.64242429134e-12	1.45333336024e-12	1.9191087333e-12	1.36256720064e-12	1.3815239103e-12	1.34007819299e-12	7.63265542357e-13	9.42632944811e-13	3.53964063755e-13	5.88288273961e-13	1.36567206257e-13	2.94848598309e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003948.85+403844.8	M31	18.48	18.05	17.4	17.03	16.67	16.34	15.765	16.393	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.39242060122e-05	0.000248857109049	0.000414578405962	0.000453414103212	0.000565953329933	0.00046396830862	0.000506174143475	0.000184812122649	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.71120847251e-12	6.16035050102e-13	3.85625685509e-12	1.69675301624e-12	4.11152138144e-12	2.26133675979e-12	2.69835808299e-12	1.91583423893e-12	1.80450631289e-12	1.75037112351e-12	9.12589897136e-13	1.12704852296e-12	5.49742321976e-13	9.13671739124e-13	1.18945064232e-13	2.56802393677e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003949.86+405305.8	M31	18.77	18.36	17.34	16.85	16.48	15.841	15.277	15.268	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.65961212916e-05	0.0001870467005	0.000438133718362	0.000535174022517	0.0006741873812	0.000734663252284	0.000793414177562	0.000520871331966	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.31009540027e-12	4.71634344096e-13	2.8984509375e-12	1.2753184125e-12	4.34512778541e-12	2.38982028198e-12	3.18492772774e-12	2.26129868669e-12	2.14960372367e-12	2.08511561196e-12	1.44502598427e-12	1.78460709057e-12	8.61706110208e-13	1.43215555517e-12	3.35232738789e-13	7.23767483046e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003953.55+402827.7	M31	19.24	18.63	17.45	16.9	16.43	16.031	15.594	15.259	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.6710193075e-05	0.000145864649124	0.000395919304018	0.000511087223735	0.00070596085359	0.000616720403858	0.00059251582855	0.000525206938758	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.49772987847e-13	3.05918275625e-13	2.26029931494e-12	9.94531698573e-13	3.92647243654e-12	2.1595598401e-12	3.041582367e-12	2.15952348057e-12	2.25091142605e-12	2.18338408327e-12	1.21304149327e-12	1.49810624419e-12	6.43515737802e-13	1.06952315623e-12	3.38023134901e-13	7.29791948251e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J003955.87+401636.4	M31	18.87	18.97	18.43	18.09	17.74	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.16162760834e-05	0.000106647345873	0.000160548657128	0.000170802815193	0.000211242169703	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.19482120563e-12	4.30135634029e-13	1.65259316952e-12	7.2714099459e-13	1.59221808722e-12	8.75719947971e-13	1.01648174088e-12	7.21702036027e-13	6.7353226603e-13	6.53326298049e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004002.91+400659.2	M31	18.21	18.38	17.98	17.71	17.44	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.47952701681e-05	0.000183632713465	0.000243000225918	0.000242379019625	0.000278471413678	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.19433495759e-12	7.89960584734e-13	2.84554824584e-12	1.25204122817e-12	2.40991959588e-12	1.32545577773e-12	1.44244606006e-12	1.02413670264e-12	8.8788844833e-13	8.6125179488e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004007.14+410321.8	M31	18.47	18.62	18.08	17.76	17.3	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.46082182688e-05	0.000147214318105	0.000221618840003	0.000231470166749	0.000316796678522	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.72704208956e-12	6.2173515224e-13	2.281213607e-12	1.00373398708e-12	2.19787279342e-12	1.20883003638e-12	1.37752529309e-12	9.78042958096e-13	1.01008612559e-12	9.7978354182e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004009.13+403142.9	M31	19.08	18.47	17.63	17.18	16.77	16.114	15.764	15.368	99.99	99.99	99.99	99.99	13.695	13.407	10.573	8.238	4.25389404754e-05	0.000169024652468	0.000335433688152	0.000394907175071	0.000516155571469	0.000571331694422	0.00050664056185	0.000475040300662	99.99	99.99	99.99	99.99	0.00102971438127	0.000745058365721	0.00186854220768	0.00423801116757	9.84697696189e-13	3.54491170628e-13	2.61918366428e-12	1.15244081229e-12	3.32661508911e-12	1.82963829901e-12	2.35017164295e-12	1.6686218665e-12	1.64572931704e-12	1.59635743753e-12	1.12376540069e-12	1.38785026985e-12	5.50248886612e-13	9.14513649549e-13	3.05735891483e-13	6.60083789711e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.74836590109e-13	9.21417152001e-13	1.05503615165e-13	4.8561203988e-13	4.19419280653e-14	4.84882241977e-13	2.60590612773e-14	5.75600363211e-13
J004009.70+403719.0	M31	18.37	18.47	18.27	18.12	17.92	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.18062845848e-05	0.000169024652468	0.000186040148441	0.000166147964292	0.000178970157195	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.89366399502e-12	6.81719038207e-13	2.61918366428e-12	1.15244081229e-12	1.84502626553e-12	1.01476444604e-12	9.88779791464e-13	7.02033651939e-13	5.70635000089e-13	5.53515950086e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004017.72+400436.6	M31	18.71	18.59	18.33	18.14	17.94	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.98117719345e-05	0.00015133871833	0.000176038101961	0.000163115422181	0.000175703583688	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.38453175774e-12	4.98431432788e-13	2.3451247675e-12	1.0318548977e-12	1.74583241614e-12	9.60207828878e-13	9.70732526369e-13	6.89220093722e-13	5.60219737553e-13	5.43413145426e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004020.37+403428.8	M31	18.71	18.67	18.43	18.24	18.01	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.98117719345e-05	0.000140588582347	0.000160548657128	0.000148763033095	0.000164733004546	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.38453175774e-12	4.98431432788e-13	2.17854208182e-12	9.58558515999e-13	1.59221808722e-12	8.75719947971e-13	8.85318586164e-13	6.28576196177e-13	5.25240741459e-13	5.09483519216e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004020.37+410723.2	M31	19.04	19.0	18.32	17.93	17.38	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.4135359522e-05	0.000103740909621	0.000177666962464	0.000197922434613	0.00029429346579	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.02165184079e-12	3.67794662683e-13	1.60755541769e-12	7.07324383782e-13	1.7619864046e-12	9.69092522529e-13	1.17787602428e-12	8.36291977239e-13	9.38336058423e-13	9.10185976671e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004021.21+403117.1	M31	16.88	16.93	16.65	16.48	16.27	15.971	15.654	15.975	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000322690863101	0.000698152104769	0.000827192670015	0.000752480109339	0.000818051451472	0.000651760921087	0.000560660495671	0.000271600431212	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.46969590512e-12	2.68909052584e-12	1.08184726979e-11	4.76012798706e-12	8.20356366957e-12	4.51196001827e-12	4.47815974612e-12	3.17949341974e-12	2.60830519122e-12	2.53005603548e-12	1.28196348949e-12	1.58322490952e-12	6.08918505032e-13	1.01202255536e-12	1.74802011215e-13	3.77397542212e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J004021.64+403256.5	M31	18.58	18.34	17.83	17.52	17.21	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.74196771739e-05	0.000190524158293	0.000279001589412	0.000288732070042	0.000344176029023	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.56064067532e-12	5.61830643116e-13	2.95233716364e-12	1.299028352e-12	2.76695791152e-12	1.52182685134e-12	1.71830234106e-12	1.21999466215e-12	1.0973834489e-12	1.06446194543e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
